	exp_000	exp_001	exp_002	exp_003	exp_004	exp_005	exp_006	exp_007	exp_008	exp_009	exp_010	exp_011	exp_012	exp_013	exp_014	exp_015	exp_016	exp_017	exp_018	exp_019	exp_020	exp_021	exp_022	exp_023	exp_024	exp_025	exp_026	exp_027	exp_028	exp_029	exp_030	exp_031	exp_032	exp_033	exp_034	exp_035	exp_036	exp_037	exp_038	exp_039	exp_040	exp_041	exp_042	exp_043	exp_044	exp_045	exp_046	exp_047	exp_048	exp_049
b0034	6.154217306322882	11.620618332686306	6.442676657816898	11.507761821775258	7.494343709885918	4.851126582868771	10.286254944853052	9.582774856760183	10.162933993322989	8.705181116474343	8.365326861937763	9.55390920195666	10.660215584090437	5.146327947161222	7.926760165151853	7.26153450314181	9.590713815097685	9.53791859701209	7.629561231266528	12.199290064090967	3.9348047889975017	8.443409791425726	9.132623789198368	6.9750304292047325	6.9160917944395335	9.02320899533369	9.087160963715007	7.070870304661788	6.247719584085544	6.236427950265	6.881300975251696	6.396921483800005	3.2894534521601786	8.074180174888891	9.214762303696888	10.169049936968062	8.087968623006992	6.602635166379853	9.347468532893707	10.608483626589724	13.536711593113393	7.5242032698692745	11.308296661465354	7.7405967896220345	8.165925005301784	8.498352247985506	10.779665205442996	7.196476482776945	9.391218429531959	8.470247029276061
b0035	8.611815173562983	8.678797154539227	5.899370659503848	8.310162169751624	10.125530619472439	9.022009254778414	8.231505030596615	10.567905793725545	7.7224389160087945	7.070666487467474	8.230747874117386	9.149701052167394	5.423308856287608	8.427302965235626	9.215517523304465	7.595537562054709	9.660447149453963	8.961779993616606	11.212074677766616	6.874095653628177	9.246064775744134	6.474014138303893	5.576950323084911	4.946703735773191	8.80748603359539	8.276371870916154	7.281423413957369	5.33974349907558	6.964420060791985	8.006139511513185	9.189754050189647	7.9751963746285615	8.378090514057916	7.435801428538796	10.623836303790732	6.472625533507658	6.951142674072308	7.261462889009731	8.814056596965086	6.441710315319679	8.203577885821998	8.247365215139837	6.95846304389993	8.494969191435285	6.488279151893853	6.324388786307381	8.14940863478216	5.5103666217829055	4.782795946174643	8.7992499511952
b0036	9.573454913886755	7.299795321961206	6.9978940218533445	9.50830283896184	6.28169267300162	5.954941062918262	9.06145463556273	8.013557279768461	9.597315108935357	4.7896011818330315	5.898989013322155	8.021498089766235	8.62651054772568	9.270495631534187	8.262226653213167	8.246982733037854	7.415897685454702	10.386357357356776	6.345464816794253	8.538530228833908	6.51828674811797	8.802167818707515	6.44447364591835	9.115723547750687	8.168157420236776	10.616958759888021	7.5784705290926215	8.637449174371318	6.830515579308935	7.568160490338058	8.15862421916653	5.709170116292939	5.8735640987228415	8.899788949753468	7.78086976770248	7.110610200427967	6.894520729374866	6.9522668064144595	8.168826072512342	8.667553796174285	4.861839155562164	10.119251085154838	10.012551144412988	4.504017854679651	9.628890044484196	9.582828276996565	8.000668241281318	6.054247067172685	9.522842137497609	7.638153400553973
b0037	8.56144049896034	10.461517233582057	9.382421555397425	6.589078508929984	7.444187418452744	7.590865981135933	8.300427975673637	6.131148526154436	7.6780092253507055	8.192425921378668	9.091111561973662	7.960146710647134	3.5775576890763525	8.481799477767588	9.856388676052521	7.323581070984168	10.777431256347759	9.623219752048257	6.147808921578942	9.340533882109774	9.474181540953213	9.238621192218755	8.283312689975691	8.490249759160482	4.119599189346734	6.312783152238505	7.868265838864514	9.315706257528484	7.756113799049748	7.938735161022193	8.071377610695645	9.330172241695319	5.773394500789808	6.205190159872235	9.23689326407232	9.179812464500843	10.407336142120299	7.641120016777713	7.341338796993847	7.550493810656022	6.441866049766924	6.949451123067087	8.040164195060958	9.893510219722405	6.7941115068353835	7.368590320357797	6.137812567145923	5.995707896166191	8.221174380895762	8.935360763118373
b0038	8.595513967313842	9.261778488122879	9.65941982685448	11.821739009249288	6.1542279311445345	10.19254162174403	9.453112530824018	10.254619209760632	10.002262579594436	7.0168598745337345	11.306026923653938	9.877117957122458	6.733775234492787	7.335993481063613	10.080628244685611	10.174614677292773	5.533779827169264	8.822330382821956	8.532506592628218	8.851720833774673	5.965176546018206	8.260741963082227	6.756157355108413	11.494867520976916	9.978169399616137	7.988300005454968	11.433361766097065	8.195285032312055	9.692225535252586	4.818280022446575	5.133001370857598	9.10873771855794	5.518913287775904	6.6936925330572645	5.759268640739389	8.021239370031067	9.418474964754665	6.516145791183869	5.890021905225796	7.684959925628606	8.748006854027095	8.172015538812316	10.702872540342186	7.673587476225377	9.935415759645569	10.34205575005492	8.811137411283527	6.84285239022651	8.24833738704052	7.05610640599439
b0039	5.866990212638701	9.657591094704363	6.773898654638975	7.085648256746026	6.480026246603411	9.05177948910556	5.711105421841106	8.926812200696853	9.566770979365192	8.80576764143864	9.068942725769643	9.139319704367065	6.575863509911354	10.152102469496516	7.309885618799752	7.900418573615042	7.501044022473562	8.737313181315963	7.192944135293867	8.100373586356053	6.146984274280992	9.746997812752358	9.006111418925306	7.561610357147345	7.296276454961284	8.966942369476545	6.939059929046057	8.188047973647754	9.74209818114711	6.783114321294211	8.552901243680305	8.473587900403238	7.853994772005976	7.244315623844095	9.822195585341579	7.1036470463495505	5.28194164830557	8.96080038744655	6.198044975348249	9.03782171728263	10.002354871765167	8.944624817598012	9.607116952831237	11.030073660394471	9.45014069391342	8.495860088938153	10.450922275285471	10.632163317269876	10.653157674889131	7.261784727205996
b0040	4.932569335615033	9.012531927133352	9.133945559366483	8.408250158846661	7.69103744219079	9.205159907376393	5.50495984915215	9.153781568831207	8.740970749477109	7.623731645129949	8.000308823671478	11.33544397751832	7.181677953598754	9.006154476967309	10.123804027237192	7.208410226060208	6.105220472272617	8.262169113481223	9.783464838181319	6.32244918348276	10.23116235463176	11.979247997758605	5.888483547892751	8.595960191981563	8.396271801080585	8.137908856714224	6.286096390338838	5.852696462551504	8.744133328787488	10.912590377264632	7.4031944187134915	8.840149816725043	4.8549909971597724	11.574010420706038	7.978934478852411	9.733633033817382	4.66543543838583	11.25019243008793	5.389366077016313	7.180317573771401	5.516799761270945	9.875431063819999	9.898554353111662	10.150959227636854	7.095970288078073	11.118409190649887	7.519187983109457	8.400508200979793	7.726544188981413	8.593585773850227
b0041	10.613714645241522	8.966983702537648	8.941498289101094	8.723563942075156	8.314782405661072	9.091279789442005	3.9870164076985635	9.744959415647717	5.70567480927888	8.416756552885145	9.379368391390164	7.527429101248715	7.535514516474322	6.752972751057668	11.681180243838892	6.7745829661047186	7.274722270260995	8.232766402853567	9.308312841420804	8.041820296222546	5.264104767749441	10.614567986349643	4.336203145860169	7.3158722214079255	6.35732969682145	10.902062566430542	7.063379071374267	6.17373208025833	8.30464286210822	9.641903038459379	9.873529702476494	5.424933902934306	3.629849309736761	7.073563720001001	9.527565287244096	10.778827601698568	9.14058298804011	6.996111537883263	5.847111244032852	8.662243042583704	6.945075213499291	6.665590986565667	5.575667946236152	8.20949620312368	9.778210199329678	8.942467069415931	10.727803691354643	10.59637184539298	2.6670109705298133	8.117100191865678
b0042	6.524159292963747	5.472982435617963	9.108368712366195	9.561384386030982	9.825659642011242	9.484520936978683	7.231195776288309	9.006069239515313	8.675083413488606	5.425064967589415	9.608947118187203	7.123555238338065	10.118101052501146	5.922958339237297	4.89829742878804	4.69583391557642	7.073077244673536	9.58346196826741	8.214112832502273	10.066932101956311	6.648879632654302	2.0995811262400133	5.9216171255421095	9.810276672669588	10.245577297363477	5.293947284910902	7.700161329692646	10.416976740294608	8.230355982207803	8.27767765964968	3.329574232221752	7.658902470735377	5.103988853002708	9.155069253637796	5.9161082839611066	9.559580267033079	5.657342184603918	6.372666720821038	8.290381611255292	5.385289711342936	10.53526897906434	8.167165423785608	9.04518801652079	8.506880339330518	8.22759970284674	6.785021791905504	6.67021642111192	12.052671694374917	6.979764963754498	5.424525987106666
b0043	8.999139644908293	8.671270801091136	8.31558895993444	4.379441477169511	8.359200512235276	7.162959756653212	7.123090356898914	8.284909787880116	7.132835364282187	8.893322749611771	10.101904028475257	8.390242102223471	6.392234103672319	7.661009990091188	7.439578065231974	5.557468561415067	8.33839179557277	8.670853675592936	7.327181614944511	5.95666917039627	8.265370924603916	8.985179503779975	11.774255790210276	6.872000028678944	8.05448636713571	7.436645200982684	10.855599087988196	4.227303908720083	10.453947355032303	8.560599137394963	5.204272629621554	6.205585959647428	9.512758458892957	8.809549825934	7.60787787996064	9.668532709760305	4.946824429914601	6.930158569415337	8.063776432621745	7.640924804792114	8.95034117592637	8.464059974247329	6.441055979575522	8.062748901879802	8.280572327390578	6.149610296146375	8.102850945801732	7.9781811919463514	7.33200654867201	7.807086710686072
b0044	11.57394492350537	7.1521976139117	9.146395343915215	6.5271780480632895	8.334303172939705	6.8235829932561884	7.94621109824503	8.579335117737541	6.259706024320474	6.373259628971786	12.585760301899512	8.708087502318785	7.8011108855705285	6.189432175318796	10.035634937115775	8.118132142279025	9.132057896288353	5.300739206547077	8.374362797496007	8.163318195632918	8.507458631627317	8.43354025874718	4.070245030453192	7.83412909715584	8.183022650032475	11.566930494785023	5.548555791065438	7.41216350191256	8.777196430504976	8.860385725264369	4.9022631219084225	5.512344458863015	6.0992041608360275	6.327142496860778	5.74524081348014	9.684348644470663	8.41508063449854	8.463788032168658	4.18156343112786	8.802466409646819	9.271703497982793	8.107483755798325	9.359666799860921	9.5199294789865	11.001441593225248	10.010734615511051	8.341545323571705	10.764548221429772	6.641121150252114	4.20461299361838
b0045	8.269716124176426	6.911663213543314	7.4976121276204255	10.20522899000965	3.9304667401572697	9.61795630847149	6.675119055531753	7.250014281032481	6.986204962102754	3.0280918253568454	10.840555971320232	10.206386785897486	8.553320584645466	4.557420038178034	10.215923202845682	4.438365330484928	6.830399862527916	6.327307623198456	9.166707122868646	8.950435423143182	7.959544154900556	8.550814935618405	8.35613481648875	10.756602859852306	12.1431539651029	8.696031727730931	7.444893057978083	8.778175070617182	10.018282508136032	9.454907253605585	6.707792043567863	5.032415555923354	4.031332050139619	7.910208516717359	10.501618930068583	10.010921353784614	11.573506932588783	9.841333097420286	4.509546364909008	8.30619624727173	7.291884285792985	9.90052710969333	6.132937161948932	6.204938443220306	9.213319867847572	5.980917189534885	7.019889882297365	8.747580302922335	3.266745765034484	5.8380669535193785
b0046	5.201682348382817	9.542981569183835	8.64434450030522	8.650082923600841	4.75353519822824	7.507100842862665	9.73034514298979	7.222088031454558	6.382906775054429	7.044994857491432	7.897583566040993	6.722944324530783	9.85072584813394	7.9029987050144115	7.166645978078107	6.047984709746631	8.726669907918406	8.692499442067044	6.811686640722963	4.645506457528782	8.616143284363826	7.719794913108497	8.504106751888504	10.935761800459458	7.959752234436411	7.229242074735843	6.27901704852749	7.5313673127574265	8.240866024423461	8.079961130898141	10.585198010100655	8.748628348198913	7.797798692739185	6.940159131749791	8.40000914567498	6.639487762426011	8.26974661930686	8.731120890357266	7.675321665842829	7.054570333902287	4.722054728997641	9.715755089630587	8.604950585367922	8.641425922377174	5.65797149633405	10.069758049610085	7.30217470007288	7.566807045950771	6.396069716871762	5.319581402990227
b0047	9.73601946758535	9.929896054096437	7.7517077729700095	6.980923145290475	7.4344337462986125	7.475577514946676	6.200210416730602	7.56161717683424	8.229652989401488	9.527235871473128	8.021366246020568	5.635472436650846	8.530321794798015	7.61610415749537	10.0556145409758	10.144186703066012	10.19668146840095	7.157618096940081	10.984782610006336	8.52641375734356	10.43957060850295	7.24607057925236	7.55210489358556	8.411041029008128	8.227816414420909	9.882217915203753	7.651806022177318	9.746922485465534	9.09835176069898	7.679911672089277	8.98201492622347	7.290102429750426	11.525308700008582	4.00350151838833	9.009414806742559	5.353106136084429	7.661514945172897	7.871587865793131	10.261450338370526	6.961771681884665	9.962017873492666	6.231775039662804	10.020004585632298	7.288481837144791	8.110151778861677	7.495432005334394	9.923545211173405	9.631609764850621	8.665252580876787	6.272197423119839
b0048	7.577883906833583	8.05660406178964	4.568893503937769	10.416500355801707	6.8196234535705065	8.350213877199607	10.026599106174878	7.699846531166576	6.926173352587857	6.5240131304966695	9.29924322680871	9.368096817126986	7.13645792511594	6.975607879892241	9.165601404467584	7.307705989436515	8.68209346025144	8.306034606497873	6.659933995157215	9.70516342480986	6.570373769979843	6.050462441618948	6.952314671648275	9.416425830061515	11.262895578922418	6.719939523679407	8.870560957380134	6.581314184795355	7.250538847462966	7.297749189355372	6.030811260652626	9.103806794252407	6.064289877523504	9.966402692970776	7.5634147440711015	9.543917232078693	8.81026018719321	7.727824355208411	8.176512960915355	7.82426948096601	9.872819847459432	7.017144868929003	5.142805380815583	5.8932113696362265	7.532880036566749	5.554810633777665	8.759479618241077	8.025907059972912	5.658692299999451	6.0608803389000085
b0049	10.604659421185577	5.904760687366881	8.065940899349163	4.58048133309962	10.31362380214496	9.775211699497065	7.899543996657282	8.02061570718534	5.182674560991794	5.905340387120393	9.751431166785611	7.026088408807742	10.43109048761829	5.44747247987543	9.117398294373423	3.610009238071301	8.695733393876495	8.629265904861862	8.963672926573366	8.343659313896156	6.153538271238336	5.605832028796238	8.593909389040906	7.192932895030249	10.44199589894951	8.256063846758412	6.704347993719603	7.43838102390189	10.37866728960867	7.798496386899179	8.271015768503574	4.8748432947817095	8.619858378645604	8.010342006825406	9.275358406438821	10.234445103159523	7.308438767681812	7.996425908375217	5.602441677180356	4.094682404600436	5.389398800498283	11.012471784662646	5.8117691223691095	7.983140794998221	12.448401841826739	8.830295551470943	9.69013192485508	10.545685564885861	7.6875638636302055	8.785602077663537
b0050	8.995171593727267	6.91363020191249	8.879499463367205	7.405810853016157	7.320341198028931	9.342085271970706	9.352435064089047	10.532663233619198	10.434894778229301	9.375972742038163	5.419331584644931	10.741521474424545	9.376951505999543	6.851209864870546	9.093363733344173	6.444101388555907	8.927945180164613	6.025594938388851	6.787672386820045	9.06489369380079	9.60933011448934	8.488155289150715	7.570747044968044	4.827700557474515	7.6864683505229605	8.80022761523679	7.524852341096529	7.966133088358372	7.721573798123119	7.517440673267849	8.11381608493972	7.5909581267713095	10.164934330447913	4.690371727424401	7.1812361210433835	6.694615664724163	8.328665900051615	8.11571717882469	10.433289652324143	10.926713072446692	6.840374816644278	8.000750097550444	8.294456625386534	6.803279377493996	8.942573054056433	7.640738946852583	6.398547724098533	7.580647543600185	6.5034881408890275	9.554970244128883
b0051	11.168024160255793	9.028794276569528	7.492740847812085	7.58554237451464	9.719127352611752	8.158828988361758	7.327736194682192	9.531043669391819	7.7127102340088545	6.1757346860695534	9.399650890449134	10.103039080324029	10.347677213427346	6.000123535277345	5.548805627313408	10.70087315409882	5.189393977652934	8.541540831508545	10.089807067598793	7.674661106692857	7.17878198725623	8.683345812273455	4.2326209773373575	6.241856392189904	9.00452123297338	6.659042973811977	10.736569818460682	12.912393965417671	7.68319730304021	6.679519313956003	10.246684889174011	6.074137315349815	5.514805603348723	7.934703615503743	7.5377981533213205	7.029379424852465	8.122927584333635	8.045101421663789	10.601946129870726	7.556577190482919	6.51479888660635	9.991530468248635	7.68792750876242	5.538284575084665	9.299100533213432	8.273779445435895	7.219522032984402	8.023131397455266	6.5860391522380235	10.19020802629736
b0052	12.055234222325918	8.1973979966103	10.038633544354111	7.7307000251482325	6.386174897447465	7.408050951117749	8.104798025080784	12.05891307369129	5.92656401699637	4.953344978849732	8.868712605047234	7.952331889547361	7.546257935828902	7.175039828637001	14.215541337979356	9.09746275209589	4.247468873037731	6.8052583245186025	9.922941207573276	12.977120907398806	8.486329701611332	5.436140799623594	9.448076321890328	7.19919152529023	9.255620773108548	4.11654928621304	12.362969810436555	8.767517800361945	10.168361190249843	10.885373995014849	7.1885983149932455	9.821852019477895	7.547646753437362	12.050404679713791	9.483309658746236	6.222426001635714	4.228352020805469	8.020799824380044	9.098952345750494	7.250134637215329	6.794488620262704	9.690969754415708	10.968633122385834	7.034168211019548	10.219369574053829	5.661727222822262	4.398728156729284	6.655151669938779	7.035298334582432	7.385432500424944
b0053	7.833994655423179	9.680466844237447	7.193287119896403	8.156989099181073	5.506413588257133	7.2581969865386675	5.10259305663251	7.238450128060541	7.183693577681303	7.236952316073009	8.789986793398517	10.171612969305265	10.643889727094999	5.164433236463464	11.15148281163605	6.655895944990364	6.795266423686697	7.961090183672503	10.995436256491677	7.991451318937908	4.084924181517619	11.271268221960277	5.7933528445342395	7.357730459158989	6.4376032072365	6.8880199617971805	7.7635567847969	9.150100930762424	8.634001023252766	5.858539053206701	8.827480651053554	8.349485724980571	3.8181159702888596	10.382649819000324	7.412035310425177	10.343909316530587	8.614674293675032	5.799399071826194	6.892980540159277	10.848226301890838	7.349346192959981	8.010691625140987	8.670051831202285	6.70862980455406	6.79443009594063	9.189895036219106	10.087780375558363	9.307753981719317	7.806490584206179	7.5581050194679165
b0054	9.642740617580348	8.650258249920263	6.939905354721141	9.347972688027351	8.8393655922657	6.779704475950646	7.8479326156037	7.260840907635595	11.950306910047408	8.797617324688488	8.28014308227236	8.70899458411507	10.068743882296246	7.874929783342302	7.115136053201366	9.266424842146126	7.737583150998032	6.395157006379245	6.1029703523659125	10.293944826259299	8.197466850378927	7.115648924011398	7.648497633436905	9.211167077012528	7.559891726236932	5.825870406233872	8.488761278221887	9.812521726360345	9.712196476958376	7.161005092794133	9.903758984687569	8.319424960507435	9.861721015818091	8.860530545003831	5.717604736050996	10.620108406262519	8.07767577679843	8.865190735870726	5.983933057292234	8.757989750117098	9.654391599113989	10.902980504897606	10.100599692192924	8.83133705591906	5.683433969977421	8.198409185746131	7.111235652180604	8.352466812224371	6.175511250807352	7.684749638312148
b0055	7.051296494448499	7.19325539392674	6.956331778033234	6.106220925152325	8.462682579384314	4.5738626441504	3.8038908288348807	7.557450662354413	6.287235995775346	9.228595128912334	6.590147263997285	8.950356901886053	6.212874479649304	8.761060941055002	9.265894532279805	7.604894236358321	9.013153424047175	9.280685010342879	13.099319827673567	8.54769951174929	8.183774356635157	10.005211359255965	7.134855272354672	7.561657164631814	8.110983738130486	9.312890520275221	7.46948397358592	4.0470240671780235	6.799170474996193	8.56712737993489	4.99383684864579	10.637915090696923	3.7600020763854847	8.109577214869093	7.847376768075375	8.741922443693449	4.69454830662735	9.486574896202109	5.16018997397136	6.560768401382072	8.864175761440716	10.430829296530867	6.3811968574773985	12.143565338000597	8.349481876177773	5.479513350517596	10.865098172056971	7.377790003194619	6.0225418374794755	9.024201213690208
b0056	8.805534242480983	6.762516235595894	7.760325223001423	7.115220202927038	6.289204409603502	8.453022040728198	7.686712801920337	11.00896849970699	4.308878790713061	8.785383879007092	6.620185034472118	7.333704294874421	8.041843433150444	6.042246508778447	8.195059963885551	9.159623594859037	5.586606659770945	9.49278005975134	9.667602253659693	7.009737808707569	5.640418136739283	7.175716718989039	10.079317911328356	5.388035114628573	6.443824681405442	4.550327093668344	11.148763625200933	3.6979257680143247	9.083713723853261	9.396018735479116	10.057718980503674	6.253052727504464	4.969631682898851	8.030267733707669	10.009463881462024	7.639424591661381	1.680135517373374	7.943388689090891	9.14061933271007	10.53879319348743	6.209266156376036	11.10958744761898	9.64529518299808	13.42745505323078	11.109614012609368	5.806204325723571	12.224763524988632	6.814405129811809	1.9894097483622057	9.308184420936033
b0057	10.097381562790225	7.8339134508083035	9.462406100411657	4.2718676028224785	11.227242312791963	9.85017593488179	4.187029084901125	7.043670609799331	7.103994181261559	11.386695065843417	8.869187595112342	4.83858748253686	4.917673186302233	10.251940566545251	11.062555867904411	5.259639569059562	9.588885967161211	11.685505802427713	13.415232578037449	6.752134456885711	9.774451231770197	11.215112904451857	11.185459661885492	8.46037609462655	8.50605706332988	8.524699312567058	9.322948164838227	-0.4200321955206472	7.300414774801569	11.133311809152426	2.5505052369240238	9.601705881190126	1.453561145990356	8.68209777224203	3.946019376121086	8.921959233886385	5.284728569709683	7.955807464076797	6.337157801592432	7.237674325401098	11.396487363589241	11.93432380898562	9.416182935707056	7.500400933284107	11.300723792776601	7.081778334688805	10.372667060013107	12.398101002897056	3.343908287354051	8.120854013628554
b0058	8.552787971779892	8.940536862974659	8.209487690217957	8.516694780918641	8.092745818730256	8.322066339016152	5.742014682468357	3.604178222377284	9.240522945417538	7.692653247532413	9.70683059376489	4.750290886305796	9.093682860313756	8.472513155485926	9.453128630380487	8.872418310851579	7.6789065580194125	6.4798058175893996	10.880477008446821	10.543112480372306	7.854648034247274	6.954973846635989	6.4974507044039616	6.103836039951385	9.248808912137878	7.959476785574196	6.633221084357754	6.033479506429713	5.820419102412386	8.918272135644962	8.003509885623712	7.313294179247376	6.1998631673822695	5.2724759346200845	7.0249870342576965	7.014815224035614	12.563826444283036	4.723806754950983	5.5742713828195525	6.938155110671809	7.974454316722479	7.450997038745079	6.914252427391565	10.459674383328796	8.202068779542564	7.375440917059089	9.557626021845824	9.241254943244906	5.312430035106303	10.118253910575884
b0059	12.95118572082008	8.403164724329296	6.675134580544933	8.738678815118108	7.349643622126247	6.122230860264988	7.399522567290014	10.85305079650881	9.467666394171236	7.856873758579251	7.582313156946963	6.911154427012009	9.64727629225316	4.677770288242886	10.75838839340634	11.190807151465508	4.947092409945026	7.137046383324572	6.968789396580995	12.095228574462737	6.25600884126832	8.728867421641922	6.977688186833476	6.76495651522321	7.899863401535119	8.081206210006044	11.091720506859904	11.42040754463127	7.29127397819386	12.68622861450326	8.012071691246325	9.902289842237977	5.356427650970321	9.919275547550447	9.294335945235993	8.961061121580931	7.089472572168129	8.536883678002127	9.201876983954175	8.379434824304996	7.824039563836556	8.082530619952392	11.043363383904017	8.42904890145032	4.9150860666693195	8.712725597119992	9.46424869294168	5.459646219738371	5.444240698587198	8.811573548148328
b0060	9.813513265779942	7.431658640879025	7.758023699728898	7.435872432440913	4.956911000196595	4.868675295524727	2.816310547311767	9.977745115550716	6.713279795293712	9.785637573472314	5.376810103537497	7.657532334360803	9.183337972051994	7.464810259937075	6.353568942495934	11.417308266636748	8.318611267394802	7.444613938507195	8.817094815571075	7.928062787288636	5.9200564354636045	10.458702219763722	5.039781607096417	6.032096045871661	9.680196333150246	9.138441587028272	10.901151817366811	5.4106834190012245	8.54783659075648	8.357563081525889	7.583621034367349	10.036354622592073	5.967871469816475	7.465274831653648	8.456262071424097	8.81405788804992	8.422522712673395	7.183421548931348	8.911925651498997	9.129261283466821	7.631600194210647	5.836314108375441	7.584631143442495	6.876153049041504	9.236982418713243	7.8512757598179945	7.443112025385135	6.966910133204336	6.383106685501534	10.235390344579251
b0061	12.589305915291627	7.081152638779771	9.396936058399252	7.017488677810634	6.581181462083691	8.106635961553868	6.34277940930718	10.882445193482283	6.908896296034207	5.530284538588656	7.502572151563744	6.206505710736113	6.042630950320965	7.410604249337344	8.339844965260816	11.26525584233757	3.8266075726885522	5.897619219007501	9.162225947784279	6.184695041194271	6.483489517260255	5.786767478220987	9.168250271236827	5.5129903541690854	9.08071800978282	7.161220655882964	9.981248567992688	8.572221923235153	6.622830646809756	7.27750601512201	7.313599343411972	8.010418522917243	7.492911364464119	9.336552287990898	7.026313681909143	7.0092220124010485	7.861244936218453	6.334979222355936	7.794836443290232	7.994469941229654	5.500559705823362	8.772605234573591	11.557001045132704	9.3215712414123	7.051188705337214	4.957314498777015	7.1723704722573505	5.752327678503438	7.278302125327911	5.41335254655653
b0062	12.56272615405674	7.466516686073834	7.633399326153217	7.126074942742129	6.508176796054173	6.776452275528292	8.164742308364081	10.29101231778241	6.042668424542914	5.556077258429627	7.319869171458099	6.4382387327022865	8.801669732827651	7.429122398678266	7.392574720968454	10.716200417017124	6.243081983921478	7.107251425541222	9.764026116138629	7.864202634183433	10.60906589569097	7.010522914389833	8.689042728480393	5.734968738293781	9.64666432385522	6.874105463430903	11.078193756909204	9.866102665890287	7.049215817527067	9.08107346328416	4.658901546798006	10.047460720965857	7.604172028417942	6.7372319679234804	9.173139870675271	9.324461326635781	8.13601887245418	6.5843896827310155	7.804686774457365	5.787993378380011	6.761538942584959	11.310982916205898	8.017714435138478	10.916093279654168	6.889854503968754	6.108162054609642	11.024649130783912	7.825705959063033	4.3867724760209565	8.88683090539173
b0063	7.17144092046226	11.616983146142514	8.270873727739405	11.190146476652384	4.580296068693174	5.0497717853994	7.245697711560648	7.63582981472943	6.019621947132779	5.337243916720783	10.053377232432766	6.9657184348390135	9.96456747131119	6.518939806627122	9.638883132944985	6.919366465548201	9.45555336744732	10.021576199756733	7.60044318819147	9.85685788991769	6.656044708646057	8.353772348917479	8.81436031872037	7.3201378700020365	8.84237451370174	9.163793547047165	8.579656471739213	11.071914443759287	9.488661048041008	6.599263448670402	6.671050059126034	5.99088341654449	4.082229758620449	7.8169090673672	10.225304505782415	9.555092639726958	11.093483049314008	1.5779882870381718	6.367150977981129	7.4811080926126285	10.208350075406392	10.161369150638041	7.54698027957171	9.947092254149648	10.968953007932658	8.162046133668053	9.970177372152946	8.534181071907382	6.1336362167673615	6.092244601982781
b0064	10.63342279217964	9.70561769417112	8.159118911383988	6.522360096284616	7.024844640876528	6.654657690162496	5.69767941669654	13.252276521657235	5.4415198933078575	8.800640127409212	5.873595646963411	6.571217077898272	7.854183821282486	8.524855754874913	9.582653792517158	8.216814591283457	5.920219841507578	9.030894955478072	6.888453469633727	3.5387192154285994	9.622107489252802	8.468383912137064	4.332249205129934	7.9467501226921025	9.03216095723822	5.280889727964997	11.613782853699622	6.616464988299505	9.250691873983918	10.516264587291507	7.435877085195306	6.211899323851036	10.869322975570896	10.01667196103337	4.980129375102267	9.696850522847356	5.1855147781910595	7.577799296062038	9.989360808869355	6.589004080663456	4.6377044967635195	9.967557021449103	12.414530157679625	8.266239220304826	10.761932611580947	5.275402370318723	8.095528755961558	8.60646491097354	5.0299883907831004	8.702628544469446
b0065	6.851532322939954	7.789544342095326	9.9867115387438	7.166667214180925	7.8963448949565045	7.558475806818093	7.701778760908157	4.566966123391272	5.727565373387313	9.628209050464934	9.9142267584531	8.498644469694616	8.864419162679722	6.480918544402282	9.29582162053282	5.600962236509437	6.809977321826659	9.092022030512766	14.9163898963297	11.195989037119714	7.535870645237145	9.621612099115099	9.574455404828802	6.6007653494815	7.861614097023279	6.977759297913304	4.912193485767723	5.993782922823459	11.96041469988844	8.831260705043208	6.390336811526996	7.656202814333262	0.4106552034248696	8.79686567640111	7.382455873905794	9.643301694512385	6.389433649719178	8.311850189679076	3.8859202877342454	5.959378278169041	6.62972131410756	12.313542570807515	9.439119868536956	5.614154978553716	12.344212140276166	7.677604444469672	9.714416565867445	9.690741715410546	8.627251994763212	8.300729920723375
b0066	9.256126942815824	6.473937094125324	10.431928982421178	3.9437021307740063	9.454157564948451	8.084889896645127	6.920750878262389	9.783928929489917	9.346021482661392	7.4778865202185605	9.445886366590742	5.320498871349608	5.4172666066705695	6.292497148228154	12.942190196371786	5.840025130772698	9.302558118431604	9.972870849392626	9.655384522635307	7.531408629595125	9.29252273256652	9.022027648877577	6.8691385710038695	7.111326028427027	6.180242435993505	7.045253331847787	11.501390067535402	8.383181619700144	9.578748849142377	5.807697079231702	5.426406485683766	4.839436595146058	4.956566124106648	5.786643777444554	9.295342443892924	9.294489108388053	5.688926869204826	10.191678172692688	3.314649738886879	9.799202492939566	11.103640508041838	8.947946001332665	8.548592784313987	8.592068040752924	14.21053591056726	10.325478024146568	11.562735352688085	12.947295501636084	5.4209431802083285	6.748889148521512
